487: Date: 20th Jan, Values={'ma10': 401.1, 'ma20': 559.2, 'ma50': 632.36, 'ma200': 966.725}
488: Date: 17th Jan, Values={'ma10': 383.4, 'ma20': 581.35, 'ma50': 637.9, 'ma200': 970.795}
489: Date: 16th Jan, Values={'ma10': 437.3, 'ma20': 614.85, 'ma50': 643.84, 'ma200': 974.88}
490: Date: 15th Jan, Values={'ma10': 499.0, 'ma20': 644.95, 'ma50': 650.98, 'ma200': 978.24}
491: Date: 14th Jan, Values={'ma10': 551.6, 'ma20': 667.2, 'ma50': 659.6, 'ma200': 981.515}
492: Date: 13th Jan, Values={'ma10': 588.1, 'ma20': 681.05, 'ma50': 667.7, 'ma200': 985.45}
493: Date: 10th Jan, Values={'ma10': 620.4, 'ma20': 697.85, 'ma50': 682.44, 'ma200': 989.46}
494: Date: 9th Jan, Values={'ma10': 645.6, 'ma20': 714.45, 'ma50': 698.9, 'ma200': 993.975}
495: Date: 8th Jan, Values={'ma10': 674.8, 'ma20': 728.45, 'ma50': 709.66, 'ma200': 999.195}
496: Date: 7th Jan, Values={'ma10': 692.0, 'ma20': 735.0, 'ma50': 721.24, 'ma200': 1003.455}
497: Date: 6th Jan, Values={'ma10': 717.3, 'ma20': 727.7, 'ma50': 731.6, 'ma200': 1006.01}
498: Date: 3rd Jan, Values={'ma10': 779.3, 'ma20': 725.15, 'ma50': 743.08, 'ma200': 1009.16}
499: Date: 2nd Jan, Values={'ma10': 792.4, 'ma20': 697.0, 'ma50': 743.88, 'ma200': 1007.84}
500: Date: 1st Jan, Values={'ma10': 790.9, 'ma20': 662.65, 'ma50': 743.52, 'ma200': 1004.855}
501: Date: 31st Dec, Values={'ma10': 782.8, 'ma20': 651.0, 'ma50': 749.66, 'ma200': 1002.8}
502: Date: 30th Dec, Values={'ma10': 774.0, 'ma20': 649.2, 'ma50': 760.94, 'ma200': 1001.875}
503: Date: 27th Dec, Values={'ma10': 775.3, 'ma20': 651.85, 'ma50': 770.24, 'ma200': 1001.565}
504: Date: 30th Dec, Values={'ma10': 783.3, 'ma20': 657.35, 'ma50': 776.6, 'ma200': 1001.175}
505: Date: 29th Dec, Values={'ma10': 782.1, 'ma20': 656.6, 'ma50': 780.58, 'ma200': 1001.13}
506: Date: 26th Dec, Values={'ma10': 778.0, 'ma20': 658.0, 'ma50': 782.72, 'ma200': 1000.41}
507: Date: 24th Dec, Values={'ma10': 738.1, 'ma20': 650.0, 'ma50': 778.2, 'ma200': 997.785}
508: Date: 23rd Dec, Values={'ma10': 671.0, 'ma20': 634.35, 'ma50': 774.3, 'ma200': 993.455}
509: Date: 22nd Dec, Values={'ma10': 601.6, 'ma20': 606.2, 'ma50': 772.16, 'ma200': 988.52}
510: Date: 19th Dec, Values={'ma10': 534.4, 'ma20': 582.4, 'ma50': 770.52, 'ma200': 984.155}
511: Date: 18th Dec, Values={'ma10': 519.2, 'ma20': 578.4, 'ma50': 773.18, 'ma200': 981.725}
512: Date: 17th Dec, Values={'ma10': 524.4, 'ma20': 592.4, 'ma50': 781.74, 'ma200': 980.605}
513: Date: 16th Dec, Values={'ma10': 528.4, 'ma20': 607.1, 'ma50': 790.68, 'ma200': 979.415}
514: Date: 15th Dec, Values={'ma10': 531.4, 'ma20': 615.25, 'ma50': 796.84, 'ma200': 977.895}
515: Date: 12th Dec, Values={'ma10': 531.1, 'ma20': 625.75, 'ma50': 796.22, 'ma200': 975.88}
516: Date: 11th Dec, Values={'ma10': 538.0, 'ma20': 635.1, 'ma50': 792.34, 'ma200': 973.66}
517: Date: 10th Dec, Values={'ma10': 561.9, 'ma20': 652.65, 'ma50': 791.36, 'ma200': 971.875}
518: Date: 9th Dec, Values={'ma10': 597.7, 'ma20': 677.9, 'ma50': 792.7, 'ma200': 970.74}
519: Date: 8th Dec, Values={'ma10': 610.8, 'ma20': 693.95, 'ma50': 799.42, 'ma200': 969.36}
520: Date: 5th Dec, Values={'ma10': 630.4, 'ma20': 715.3, 'ma50': 811.98, 'ma200': 968.96}
521: Date: 4th Dec, Values={'ma10': 637.6, 'ma20': 722.2, 'ma50': 823.7, 'ma200': 967.42}
522: Date: 3rd Dec, Values={'ma10': 660.4, 'ma20': 726.0, 'ma50': 837.54, 'ma200': 965.71}
523: Date: 2nd Dec, Values={'ma10': 685.8, 'ma20': 744.05, 'ma50': 855.18, 'ma200': 965.2}
524: Date: 1st Dec, Values={'ma10': 699.1, 'ma20': 767.1, 'ma50': 871.56, 'ma200': 965.68}
525: Date: 28th Nov, Values={'ma10': 720.4, 'ma20': 780.15, 'ma50': 886.64, 'ma200': 966.225}
526: Date: 27th Nov, Values={'ma10': 732.2, 'ma20': 799.1, 'ma50': 899.82, 'ma200': 966.695}
527: Date: 26th Nov, Values={'ma10': 743.4, 'ma20': 820.35, 'ma50': 911.56, 'ma200': 966.225}
528: Date: 25th Nov, Values={'ma10': 758.1, 'ma20': 833.7, 'ma50': 921.3, 'ma200': 964.82}
529: Date: 24th Nov, Values={'ma10': 777.1, 'ma20': 857.3, 'ma50': 934.98, 'ma200': 965.235}
530: Date: 21st Nov, Values={'ma10': 800.2, 'ma20': 880.95, 'ma50': 949.1, 'ma200': 965.515}
531: Date: 20th Nov, Values={'ma10': 806.8, 'ma20': 904.35, 'ma50': 957.46, 'ma200': 964.08}
532: Date: 19th Nov, Values={'ma10': 791.6, 'ma20': 922.95, 'ma50': 962.64, 'ma200': 961.71}
533: Date: 18th Nov, Values={'ma10': 802.3, 'ma20': 930.85, 'ma50': 965.26, 'ma200': 958.48}
534: Date: 17th Nov, Values={'ma10': 835.1, 'ma20': 934.6, 'ma50': 968.78, 'ma200': 955.39}
535: Date: 14th Nov, Values={'ma10': 839.9, 'ma20': 934.65, 'ma50': 971.1, 'ma200': 952.115}
536: Date: 13th Nov, Values={'ma10': 866.0, 'ma20': 932.7, 'ma50': 971.2, 'ma200': 949.8}
537: Date: 12th Nov, Values={'ma10': 897.3, 'ma20': 923.8, 'ma50': 968.9, 'ma200': 947.17}
538: Date: 11th Nov, Values={'ma10': 909.3, 'ma20': 922.35, 'ma50': 961.52, 'ma200': 944.855}
539: Date: 10th Nov, Values={'ma10': 937.5, 'ma20': 935.65, 'ma50': 957.3, 'ma200': 944.215}
540: Date: 7th Nov, Values={'ma10': 961.7, 'ma20': 943.8, 'ma50': 955.1, 'ma200': 942.72}
541: Date: 6th Nov, Values={'ma10': 1001.9, 'ma20': 951.15, 'ma50': 960.58, 'ma200': 941.29}
542: Date: 4th Nov, Values={'ma10': 1054.3, 'ma20': 966.15, 'ma50': 966.74, 'ma200': 939.47}
543: Date: 3rd Nov, Values={'ma10': 1059.4, 'ma20': 968.45, 'ma50': 969.54, 'ma200': 936.035}
544: Date: 31st Oct, Values={'ma10': 1034.1, 'ma20': 959.3, 'ma50': 967.74, 'ma200': 931.3}
545: Date: 30th Oct, Values={'ma10': 1029.4, 'ma20': 944.85, 'ma50': 967.18, 'ma200': 927.775}
546: Date: 29th Oct, Values={'ma10': 999.4, 'ma20': 912.75, 'ma50': 960.24, 'ma200': 924.37}
547: Date: 28th Oct, Values={'ma10': 950.3, 'ma20': 877.1, 'ma50': 947.9, 'ma200': 921.325}
548: Date: 27th Oct, Values={'ma10': 935.4, 'ma20': 849.2, 'ma50': 939.72, 'ma200': 919.54}
549: Date: 24th Oct, Values={'ma10': 933.8, 'ma20': 835.85, 'ma50': 929.24, 'ma200': 916.615}
550: Date: 23rd Oct, Values={'ma10': 925.9, 'ma20': 833.8, 'ma50': 918.4, 'ma200': 916.615}
551: Date: 21st Oct, Values={'ma10': 900.4, 'ma20': 836.1, 'ma50': 904.32, 'ma200': 916.27}
552: Date: 20th Oct, Values={'ma10': 878.0, 'ma20': 840.7, 'ma50': 890.56, 'ma200': 914.465}
553: Date: 17th Oct, Values={'ma10': 877.5, 'ma20': 864.2, 'ma50': 880.98, 'ma200': 912.605}
554: Date: 16th Oct, Values={'ma10': 884.5, 'ma20': 894.75, 'ma50': 875.58, 'ma200': 910.755}
555: Date: 15th Oct, Values={'ma10': 860.3, 'ma20': 921.75, 'ma50': 868.48, 'ma200': 908.725}
556: Date: 14th Oct, Values={'ma10': 826.1, 'ma20': 950.75, 'ma50': 860.84, 'ma200': 906.985}
557: Date: 13th Oct, Values={'ma10': 803.9, 'ma20': 983.4, 'ma50': 859.06, 'ma200': 907.24}
558: Date: 10th Oct, Values={'ma10': 763.0, 'ma20': 1001.85, 'ma50': 855.48, 'ma200': 907.44}
559: Date: 9th Oct, Values={'ma10': 737.9, 'ma20': 1013.25, 'ma50': 847.62, 'ma200': 907.67}
560: Date: 8th Oct, Values={'ma10': 741.7, 'ma20': 1028.85, 'ma50': 839.42, 'ma200': 908.69}
561: Date: 7th Oct, Values={'ma10': 771.8, 'ma20': 1039.1, 'ma50': 835.76, 'ma200': 909.52}
562: Date: 6th Oct, Values={'ma10': 803.4, 'ma20': 1044.65, 'ma50': 836.98, 'ma200': 908.415}
563: Date: 3rd Oct, Values={'ma10': 850.9, 'ma20': 1043.55, 'ma50': 840.06, 'ma200': 906.125}
564: Date: 1st Oct, Values={'ma10': 905.0, 'ma20': 1045.1, 'ma50': 842.66, 'ma200': 903.985}
565: Date: 30th Sep, Values={'ma10': 983.2, 'ma20': 1062.95, 'ma50': 851.68, 'ma200': 903.56}
566: Date: 29th Sep, Values={'ma10': 1075.4, 'ma20': 1082.25, 'ma50': 865.34, 'ma200': 904.75}
567: Date: 26th Sep, Values={'ma10': 1162.9, 'ma20': 1096.5, 'ma50': 883.08, 'ma200': 905.9}
568: Date: 25th Sep, Values={'ma10': 1240.7, 'ma20': 1099.95, 'ma50': 901.04, 'ma200': 906.145}
569: Date: 24th Sep, Values={'ma10': 1288.6, 'ma20': 1088.65, 'ma50': 911.32, 'ma200': 904.275}
570: Date: 23rd Sep, Values={'ma10': 1316.0, 'ma20': 1073.1, 'ma50': 912.64, 'ma200': 901.66}
571: Date: 22nd Sep, Values={'ma10': 1306.4, 'ma20': 1064.4, 'ma50': 910.22, 'ma200': 897.645}
572: Date: 19th Sep, Values={'ma10': 1285.9, 'ma20': 1049.0, 'ma50': 910.14, 'ma200': 894.21}
573: Date: 18th Sep, Values={'ma10': 1236.2, 'ma20': 1029.95, 'ma50': 906.9, 'ma200': 889.82}
574: Date: 17th Sep, Values={'ma10': 1185.2, 'ma20': 1007.55, 'ma50': 902.1, 'ma200': 885.17}
575: Date: 16th Sep, Values={'ma10': 1142.7, 'ma20': 981.5, 'ma50': 897.98, 'ma200': 880.985}
576: Date: 15th Sep, Values={'ma10': 1089.1, 'ma20': 950.15, 'ma50': 897.42, 'ma200': 877.555}
577: Date: 12th Sep, Values={'ma10': 1030.1, 'ma20': 911.2, 'ma50': 898.18, 'ma200': 874.685}
578: Date: 11th Sep, Values={'ma10': 959.2, 'ma20': 879.75, 'ma50': 900.56, 'ma200': 872.25}
579: Date: 10th Sep, Values={'ma10': 888.7, 'ma20': 842.95, 'ma50': 904.74, 'ma200': 869.785}
580: Date: 9th Sep, Values={'ma10': 830.2, 'ma20': 804.2, 'ma50': 909.94, 'ma200': 866.45}
581: Date: 8th Sep, Values={'ma10': 822.4, 'ma20': 771.5, 'ma50': 917.94, 'ma200': 863.88}
582: Date: 5th Sep, Values={'ma10': 812.1, 'ma20': 742.75, 'ma50': 924.74, 'ma200': 861.82}
583: Date: 4th Sep, Values={'ma10': 823.7, 'ma20': 720.15, 'ma50': 933.56, 'ma200': 861.045}
584: Date: 3rd Sep, Values={'ma10': 829.9, 'ma20': 701.6, 'ma50': 935.54, 'ma200': 860.21}
585: Date: 2nd Sep, Values={'ma10': 820.3, 'ma20': 678.1, 'ma50': 931.08, 'ma200': 858.81}
586: Date: 1st Sep, Values={'ma10': 811.2, 'ma20': 656.8, 'ma50': 930.2, 'ma200': 859.125}
587: Date: 29th Aug, Values={'ma10': 792.3, 'ma20': 649.2, 'ma50': 927.38, 'ma200': 859.795}
588: Date: 28th Aug, Values={'ma10': 800.3, 'ma20': 657.25, 'ma50': 935.8, 'ma200': 861.47}
589: Date: 26th Aug, Values={'ma10': 797.2, 'ma20': 661.45, 'ma50': 945.64, 'ma200': 863.265}
590: Date: 25th Aug, Values={'ma10': 778.2, 'ma20': 654.6, 'ma50': 958.04, 'ma200': 863.81}
591: Date: 22nd Aug, Values={'ma10': 720.6, 'ma20': 639.1, 'ma50': 963.0, 'ma200': 862.8}
592: Date: 21st Aug, Values={'ma10': 673.4, 'ma20': 641.75, 'ma50': 973.38, 'ma200': 861.6}
593: Date: 20th Aug, Values={'ma10': 616.6, 'ma20': 644.75, 'ma50': 985.88, 'ma200': 859.49}
594: Date: 19th Aug, Values={'ma10': 573.3, 'ma20': 646.6, 'ma50': 998.72, 'ma200': 858.89}
595: Date: 18th Aug, Values={'ma10': 535.9, 'ma20': 656.1, 'ma50': 1012.3, 'ma200': 859.62}
596: Date: 14th Aug, Values={'ma10': 502.4, 'ma20': 675.5, 'ma50': 1026.72, 'ma200': 860.63}
597: Date: 13th Aug, Values={'ma10': 506.1, 'ma20': 715.05, 'ma50': 1044.96, 'ma200': 863.555}
598: Date: 12th Aug, Values={'ma10': 514.2, 'ma20': 752.5, 'ma50': 1060.58, 'ma200': 866.39}
599: Date: 11th Aug, Values={'ma10': 525.7, 'ma20': 791.05, 'ma50': 1077.14, 'ma200': 868.945}
600: Date: 8th Aug, Values={'ma10': 531.0, 'ma20': 819.4, 'ma50': 1096.88, 'ma200': 871.86}
601: Date: 7th Aug, Values={'ma10': 557.6, 'ma20': 850.85, 'ma50': 1118.46, 'ma200': 874.94}
602: Date: 6th Aug, Values={'ma10': 610.1, 'ma20': 889.65, 'ma50': 1139.98, 'ma200': 878.11}
603: Date: 5th Aug, Values={'ma10': 672.9, 'ma20': 929.0, 'ma50': 1161.96, 'ma200': 881.475}
604: Date: 4th Aug, Values={'ma10': 719.9, 'ma20': 961.05, 'ma50': 1182.52, 'ma200': 883.305}
605: Date: 1st Aug, Values={'ma10': 776.3, 'ma20': 995.5, 'ma50': 1203.74, 'ma200': 884.64}
606: Date: 31st Jul, Values={'ma10': 848.6, 'ma20': 1042.2, 'ma50': 1227.78, 'ma200': 887.085}
607: Date: 30th Jul, Values={'ma10': 924.0, 'ma20': 1081.2, 'ma50': 1248.62, 'ma200': 888.32}
608: Date: 29th Jul, Values={'ma10': 990.8, 'ma20': 1114.55, 'ma50': 1268.88, 'ma200': 888.29}
609: Date: 28th Jul, Values={'ma10': 1056.4, 'ma20': 1156.05, 'ma50': 1289.86, 'ma200': 889.51}
610: Date: 25th Jul, Values={'ma10': 1107.8, 'ma20': 1205.15, 'ma50': 1315.64, 'ma200': 892.065}
611: Date: 24th Jul, Values={'ma10': 1144.1, 'ma20': 1244.55, 'ma50': 1338.4, 'ma200': 893.405}
612: Date: 23rd Jul, Values={'ma10': 1169.2, 'ma20': 1264.05, 'ma50': 1353.66, 'ma200': 892.655}
613: Date: 22nd Jul, Values={'ma10': 1185.1, 'ma20': 1277.3, 'ma50': 1366.16, 'ma200': 891.735}
614: Date: 21st Jul, Values={'ma10': 1202.2, 'ma20': 1277.3, 'ma50': 1377.24, 'ma200': 891.165}
615: Date: 18th Jul, Values={'ma10': 1214.7, 'ma20': 1261.45, 'ma50': 1383.52, 'ma200': 890.01}
616: Date: 17th Jul, Values={'ma10': 1235.8, 'ma20': 1244.4, 'ma50': 1370.84, 'ma200': 887.63}
617: Date: 16th Jul, Values={'ma10': 1238.4, 'ma20': 1207.25, 'ma50': 1356.8, 'ma200': 883.385}
618: Date: 15th Jul, Values={'ma10': 1238.3, 'ma20': 1186.85, 'ma50': 1345.54, 'ma200': 878.9}
619: Date: 14th Jul, Values={'ma10': 1255.7, 'ma20': 1174.45, 'ma50': 1333.62, 'ma200': 874.81}
620: Date: 11th Jul, Values={'ma10': 1302.5, 'ma20': 1186.6, 'ma50': 1334.84, 'ma200': 873.53}
621: Date: 10th Jul, Values={'ma10': 1345.0, 'ma20': 1196.35, 'ma50': 1331.2, 'ma200': 873.25}
622: Date: 9th Jul, Values={'ma10': 1358.9, 'ma20': 1207.1, 'ma50': 1324.42, 'ma200': 872.74}
623: Date: 8th Jul, Values={'ma10': 1369.5, 'ma20': 1227.4, 'ma50': 1324.28, 'ma200': 872.605}
624: Date: 7th Jul, Values={'ma10': 1352.4, 'ma20': 1249.1, 'ma50': 1325.74, 'ma200': 873.56}
625: Date: 4th Jul, Values={'ma10': 1308.2, 'ma20': 1267.3, 'ma50': 1326.46, 'ma200': 874.485}
626: Date: 3rd Jul, Values={'ma10': 1253.0, 'ma20': 1273.4, 'ma50': 1334.2, 'ma200': 874.95}
627: Date: 2nd Jul, Values={'ma10': 1176.1, 'ma20': 1278.15, 'ma50': 1342.72, 'ma200': 875.18}
628: Date: 1st Jul, Values={'ma10': 1135.4, 'ma20': 1279.8, 'ma50': 1351.6, 'ma200': 875.075}
629: Date: 30th Jun, Values={'ma10': 1093.2, 'ma20': 1273.95, 'ma50': 1358.3, 'ma200': 873.99}
630: Date: 27th Jun, Values={'ma10': 1070.7, 'ma20': 1271.55, 'ma50': 1361.8, 'ma200': 872.755}
631: Date: 26th Jun, Values={'ma10': 1047.7, 'ma20': 1272.8, 'ma50': 1366.2, 'ma200': 871.715}
632: Date: 25th Jun, Values={'ma10': 1055.3, 'ma20': 1280.85, 'ma50': 1369.32, 'ma200': 870.035}
633: Date: 24th Jun, Values={'ma10': 1085.3, 'ma20': 1291.15, 'ma50': 1360.66, 'ma200': 868.34}
634: Date: 23rd Jun, Values={'ma10': 1145.8, 'ma20': 1319.05, 'ma50': 1349.98, 'ma200': 867.665}
635: Date: 20th Jun, Values={'ma10': 1226.4, 'ma20': 1359.75, 'ma50': 1344.7, 'ma200': 868.24}
636: Date: 19th Jun, Values={'ma10': 1293.8, 'ma20': 1400.75, 'ma50': 1334.06, 'ma200': 869.34}
637: Date: 18th Jun, Values={'ma10': 1380.2, 'ma20': 1452.3, 'ma50': 1338.26, 'ma200': 870.72}
638: Date: 17th Jun, Values={'ma10': 1424.2, 'ma20': 1489.95, 'ma50': 1347.96, 'ma200': 869.69}
639: Date: 16th Jun, Values={'ma10': 1454.7, 'ma20': 1522.0, 'ma50': 1352.74, 'ma200': 867.17}
640: Date: 13th Jun, Values={'ma10': 1472.4, 'ma20': 1548.6, 'ma50': 1348.84, 'ma200': 863.545}
641: Date: 12th Jun, Values={'ma10': 1497.9, 'ma20': 1577.6, 'ma50': 1342.88, 'ma200': 860.73}
642: Date: 11th Jun, Values={'ma10': 1506.4, 'ma20': 1592.45, 'ma50': 1333.98, 'ma200': 858.285}
643: Date: 10th Jun, Values={'ma10': 1497.0, 'ma20': 1595.45, 'ma50': 1319.98, 'ma200': 854.58}
644: Date: 9th Jun, Values={'ma10': 1492.3, 'ma20': 1592.9, 'ma50': 1310.54, 'ma200': 851.455}
645: Date: 6th Jun, Values={'ma10': 1493.1, 'ma20': 1584.15, 'ma50': 1307.64, 'ma200': 848.325}
646: Date: 5th Jun, Values={'ma10': 1507.7, 'ma20': 1535.8, 'ma50': 1305.62, 'ma200': 845.57}
647: Date: 4th Jun, Values={'ma10': 1524.4, 'ma20': 1494.65, 'ma50': 1299.58, 'ma200': 842.17}
648: Date: 3rd Jun, Values={'ma10': 1555.7, 'ma20': 1464.9, 'ma50': 1293.26, 'ma200': 838.0}
649: Date: 2nd Jun, Values={'ma10': 1589.3, 'ma20': 1432.25, 'ma50': 1281.1, 'ma200': 834.355}
650: Date: 30th May, Values={'ma10': 1624.8, 'ma20': 1414.3, 'ma50': 1260.62, 'ma200': 829.685}
651: Date: 29th May, Values={'ma10': 1657.3, 'ma20': 1382.7, 'ma50': 1238.76, 'ma200': 824.635}
652: Date: 28th May, Values={'ma10': 1678.5, 'ma20': 1350.75, 'ma50': 1216.02, 'ma200': 818.885}
653: Date: 27th May, Values={'ma10': 1693.9, 'ma20': 1334.8, 'ma50': 1193.08, 'ma200': 813.285}
654: Date: 26th May, Values={'ma10': 1693.5, 'ma20': 1319.1, 'ma50': 1170.0, 'ma200': 807.555}
655: Date: 23rd May, Values={'ma10': 1675.2, 'ma20': 1302.3, 'ma50': 1151.72, 'ma200': 802.215}
656: Date: 22nd May, Values={'ma10': 1563.9, 'ma20': 1308.25, 'ma50': 1130.3, 'ma200': 796.865}
657: Date: 21st May, Values={'ma10': 1464.9, 'ma20': 1316.45, 'ma50': 1105.26, 'ma200': 790.955}
658: Date: 20th May, Values={'ma10': 1374.1, 'ma20': 1321.35, 'ma50': 1075.16, 'ma200': 785.4}
659: Date: 19th May, Values={'ma10': 1275.2, 'ma20': 1327.15, 'ma50': 1044.44, 'ma200': 780.48}
660: Date: 16th May, Values={'ma10': 1203.8, 'ma20': 1320.55, 'ma50': 1011.04, 'ma200': 774.615}
661: Date: 15th May, Values={'ma10': 1108.1, 'ma20': 1314.05, 'ma50': 979.56, 'ma200': 768.21}
662: Date: 14th May, Values={'ma10': 1023.0, 'ma20': 1303.2, 'ma50': 950.04, 'ma200': 762.73}
663: Date: 13th May, Values={'ma10': 975.7, 'ma20': 1263.55, 'ma50': 920.76, 'ma200': 758.98}
664: Date: 12th May, Values={'ma10': 944.7, 'ma20': 1209.15, 'ma50': 894.84, 'ma200': 756.415}
665: Date: 9th May, Values={'ma10': 929.4, 'ma20': 1164.4, 'ma50': 872.1, 'ma200': 754.34}
666: Date: 8th May, Values={'ma10': 1052.6, 'ma20': 1152.45, 'ma50': 866.12, 'ma200': 757.365}
667: Date: 7th May, Values={'ma10': 1168.0, 'ma20': 1160.9, 'ma50': 856.26, 'ma200': 760.035}
668: Date: 6th May, Values={'ma10': 1268.6, 'ma20': 1192.9, 'ma50': 843.68, 'ma200': 762.795}
669: Date: 5th May, Values={'ma10': 1379.1, 'ma20': 1222.25, 'ma50': 833.08, 'ma200': 766.165}
670: Date: 2nd May, Values={'ma10': 1437.3, 'ma20': 1221.6, 'ma50': 816.38, 'ma200': 767.155}
671: Date: 30th Apr, Values={'ma10': 1520.0, 'ma20': 1225.55, 'ma50': 804.56, 'ma200': 768.12}
672: Date: 29th Apr, Values={'ma10': 1583.4, 'ma20': 1231.0, 'ma50': 790.74, 'ma200': 768.72}
673: Date: 28th Apr, Values={'ma10': 1551.4, 'ma20': 1216.65, 'ma50': 774.44, 'ma200': 768.595}
674: Date: 25th Apr, Values={'ma10': 1473.6, 'ma20': 1211.1, 'ma50': 763.32, 'ma200': 768.38}
675: Date: 24th Apr, Values={'ma10': 1399.4, 'ma20': 1220.25, 'ma50': 753.82, 'ma200': 767.925}
676: Date: 23rd Apr, Values={'ma10': 1252.3, 'ma20': 1201.95, 'ma50': 735.34, 'ma200': 765.43}
677: Date: 22nd Apr, Values={'ma10': 1153.8, 'ma20': 1170.3, 'ma50': 712.44, 'ma200': 763.385}
678: Date: 21st Apr, Values={'ma10': 1117.2, 'ma20': 1133.95, 'ma50': 685.82, 'ma200': 761.24}
679: Date: 17th Apr, Values={'ma10': 1065.4, 'ma20': 1080.95, 'ma50': 662.92, 'ma200': 759.075}
680: Date: 16th Apr, Values={'ma10': 1005.9, 'ma20': 1018.6, 'ma50': 641.22, 'ma200': 758.025}
681: Date: 15th Apr, Values={'ma10': 931.1, 'ma20': 954.2, 'ma50': 614.72, 'ma200': 757.195}
682: Date: 11th Apr, Values={'ma10': 878.6, 'ma20': 897.6, 'ma50': 590.14, 'ma200': 756.75}
683: Date: 9th Apr, Values={'ma10': 881.9, 'ma20': 872.2, 'ma50': 574.44, 'ma200': 758.935}
684: Date: 8th Apr, Values={'ma10': 948.6, 'ma20': 869.1, 'ma50': 567.26, 'ma200': 763.145}
685: Date: 7th Apr, Values={'ma10': 1041.1, 'ma20': 877.3, 'ma50': 561.58, 'ma200': 765.555}
686: Date: 4th Apr, Values={'ma10': 1151.6, 'ma20': 891.35, 'ma50': 563.74, 'ma200': 768.215}
687: Date: 3rd Apr, Values={'ma10': 1186.8, 'ma20': 869.8, 'ma50': 554.14, 'ma200': 768.34}
688: Date: 2nd Apr, Values={'ma10': 1150.7, 'ma20': 807.95, 'ma50': 534.14, 'ma200': 764.2}
689: Date: 1st Apr, Values={'ma10': 1096.5, 'ma20': 751.25, 'ma50': 521.18, 'ma200': 762.605}
690: Date: 28th Mar, Values={'ma10': 1031.3, 'ma20': 704.1, 'ma50': 508.9, 'ma200': 762.425}
691: Date: 27th Mar, Values={'ma10': 977.3, 'ma20': 669.3, 'ma50': 498.7, 'ma200': 764.2}
692: Date: 26th Mar, Values={'ma10': 916.6, 'ma20': 632.6, 'ma50': 483.78, 'ma200': 765.225}
693: Date: 25th Mar, Values={'ma10': 862.5, 'ma20': 597.4, 'ma50': 468.74, 'ma200': 767.615}
694: Date: 24th Mar, Values={'ma10': 789.6, 'ma20': 553.65, 'ma50': 448.2, 'ma200': 769.97}
695: Date: 21st Mar, Values={'ma10': 713.5, 'ma20': 495.3, 'ma50': 423.98, 'ma200': 770.77}
696: Date: 20th Mar, Values={'ma10': 631.1, 'ma20': 437.05, 'ma50': 404.9, 'ma200': 771.915}
697: Date: 19th Mar, Values={'ma10': 552.8, 'ma20': 386.35, 'ma50': 392.86, 'ma200': 773.635}
698: Date: 18th Mar, Values={'ma10': 465.2, 'ma20': 340.95, 'ma50': 384.6, 'ma200': 775.605}
699: Date: 17th Mar, Values={'ma10': 406.0, 'ma20': 312.2, 'ma50': 378.98, 'ma200': 778.905}
700: Date: 13th Mar, Values={'ma10': 376.9, 'ma20': 303.7, 'ma50': 390.56, 'ma200': 783.49}
701: Date: 12th Mar, Values={'ma10': 361.3, 'ma20': 297.2, 'ma50': 403.54, 'ma200': 788.835}
702: Date: 11th Mar, Values={'ma10': 348.6, 'ma20': 287.55, 'ma50': 411.3, 'ma200': 794.16}
703: Date: 10th Mar, Values={'ma10': 332.3, 'ma20': 288.2, 'ma50': 414.4, 'ma200': 799.665}
704: Date: 7th Mar, Values={'ma10': 317.7, 'ma20': 302.4, 'ma50': 414.92, 'ma200': 805.195}
705: Date: 6th Mar, Values={'ma10': 277.1, 'ma20': 307.55, 'ma50': 410.96, 'ma200': 809.56}
706: Date: 5th Mar, Values={'ma10': 243.0, 'ma20': 320.85, 'ma50': 409.02, 'ma200': 814.87}
707: Date: 4th Mar, Values={'ma10': 219.9, 'ma20': 334.4, 'ma50': 416.02, 'ma200': 821.235}
708: Date: 3rd Mar, Values={'ma10': 216.7, 'ma20': 348.0, 'ma50': 430.24, 'ma200': 828.415}
709: Date: 28th Feb, Values={'ma10': 218.4, 'ma20': 373.35, 'ma50': 448.76, 'ma200': 836.24}
710: Date: 27th Feb, Values={'ma10': 230.5, 'ma20': 396.0, 'ma50': 468.66, 'ma200': 843.97}
711: Date: 25th Feb, Values={'ma10': 233.1, 'ma20': 401.95, 'ma50': 484.36, 'ma200': 851.87}
712: Date: 24th Feb, Values={'ma10': 226.5, 'ma20': 403.45, 'ma50': 492.98, 'ma200': 859.445}
713: Date: 21st Feb, Values={'ma10': 244.1, 'ma20': 397.75, 'ma50': 497.52, 'ma200': 866.82}
714: Date: 20th Feb, Values={'ma10': 287.1, 'ma20': 390.2, 'ma50': 501.2, 'ma200': 873.835}
715: Date: 19th Feb, Values={'ma10': 338.0, 'ma20': 388.1, 'ma50': 506.94, 'ma200': 880.205}
716: Date: 18th Feb, Values={'ma10': 398.7, 'ma20': 396.5, 'ma50': 516.7, 'ma200': 886.3}
717: Date: 17th Feb, Values={'ma10': 448.9, 'ma20': 405.6, 'ma50': 527.46, 'ma200': 888.26}
718: Date: 14th Feb, Values={'ma10': 479.3, 'ma20': 419.05, 'ma50': 534.32, 'ma200': 890.65}
719: Date: 13th Feb, Values={'ma10': 528.3, 'ma20': 442.5, 'ma50': 539.08, 'ma200': 893.845}
